	KW	VD	PR1	PR2	PR3	PR4	PR5	PR6	Tier	Avg_tier_height	Vys_1	Vys_2	Vys_3	Vys_4	Vys_5	Vys_6	DM1	DM2	DM3	DM4	DM5	DM6	Age_class	Age_group	Bon	Vyd_reserve	Full
3356	195	3	4Е	3Б	3Олс				7	14	14	15	13				16	16	10						3	2	
3357	195	4	4Б	2Ос	2Е	2Е			1	24	25	27	23	22			26	32	30	24			11	5	2	50	0.6
3358	195	5	10Ол						1	6	6						4						2	1	3	2	0.6
3359	195	6	5Ос	1Б	4Е				1	24	26	25	22				26	24	20				11	5	2	27	0.6
3360	195	7	4Е	2Е	3Б	1Ос			1	24	21	26	26	27			24	32	30	36			4	2	2	76	0.6
3361	195	8	7Б	2Ос	1Е				1	25	25	27	22				30	36	22				8	3	2	254	0.7
3362	195	9	5Е	3Е	1Б	1Ос			1	25	27	22	24	27			30	20	28	36			10	5	2	80	0.6
3363	195	10	5Б	3Ос	2Е				1	4	4	4	2.0				2	2	2				1	1	3	7	0.8
3364	195	11	6Б	2Олс	2Олч				1	4	4	4	2.0				2	2					1	1	3	1	0.6
3365	195	12	4Е	2Е	3Б	1Ос			1	25	27	21	24	25			36	24	28	32			10	5	2	66	0.3
3366	195	13	6Олс	2Б	2Е				1	18	17	20	19				14	20	20				5	4	3	39	0.6
3367	195	14	5Б	1Ос	1Олс	3Е			1	4	4	4	2.0	3			4	4	2	4			1	1	3	6	0.8
3368	195	15	4Е	3Е	2Б	1Ос			1	25	27	21	26	27			32	20	30	36			10	5	2	63	0.3
3369	195	16	5Б	2Ос	1Олс	2Е			1	23	24	26	18	20			30	36	16	20			7	2	2	26	0.5
3370	195	17	Поль	зали	урож				ль:	ь 5	фо	осш	ц/				нд	ий,	га.				адм	Тр	ини	покро	истра
3371	195	18	5Е	3Е	1Б	1Ос			1	25	27	21	25	26			32	20	26	36			9	4	2	44	0.4
3372	195	19	Поль	зали	урож				ль:	ь 5	фо	осш	ц/				нд	ий,	га.				адм	Тр	ини	покро	истра
3373	195	20	6Е	2Е	2С				1	26	26	28	26				26	36	30				7	3	2	117	0.4
3374	195	21																							2		
3375	195	22	7С	3Е					1	23	24	20					22	20					5	2	2	29	0.6
3376	195	23	7Е	1С	1Б	1Ос			1	27	27	27	25	27			36	40	28	40			7	3	2	95	0.5
3377	195	24	6Олс	2Б	2Е				1	18	17	21	20				16	20	20				5	4	3	33	0.6
3378	195	25	6Е	2Е	1Б	1Ос			1	26	27	21	25	27			36	26	28	44			9	4	2	72	0.4
3379	195	26	5Е	4Б	1Олс				1	3	4	2.0	2.0				4	2	2				1	1	3	4	0.6
3380	195	27	4Е	3Е	2Олс	1Б			1	23	27	21	18	26			30	20	16	24			9	4	2	191	0.4
3381	195	28	5Ос	3Б	2Е				1	24	25	24	22				28	22	20				8	4	2	142	0.7
3382	195	29	4Е	2Е	2Ос	2Б			1	26	27	21	27	28			32	20	30	28			9	4	2	70	0.5
3383	195	30	7Ос	2Б	1Е				1	24	25	23	22				26	24	24				8	4	2	75	0.6
3384	195	31	3Е	2С	4Б	1Ос			1	22	19	23	23	25			18	20	18	26			4	2	2	193	0.8
3385	195	32	4Е	3Е	1С	1Ос	1Б		1	24	26	21	26	27	24		30	20	36	40	30		9	4	3	45	0.3
3386	195	33	5Е	3Е	1Б	1Ос			1	23	24	21	24	27			32	24	26	36			8	4	3	113	0.4
3387	195	34	9Б	1Е					1	24	25	19					28	18					9	4	2	120	0.7
3388	195	35	5Е	4Б	1Олс				1	4	4	3	3				4	2	2				1	1	3	7	0.6
3389	195	36	6Ос	1Б	3Е				1	25	26	24	23				36	28	26				12	5	2	77	0.6
3390	195	37	6Е	2Е	2Б				1	22	23	21	19				26	20	20				8	4	3	61	0.6
3391	195	38																									
3392	195	39																									
3393	195	40																									
3394	196	1	5Ос	1Б	2Е	2Е			1	24	26	24	23	20			36	30	28	20			13	5	2	26	0.5
3395	196	2	7Е	2Б	1Ос				1	7	6	8	10				4	4	6				2	1	4	6	0.7
3396	196	3	5С	3Е	2Б				1	19	19	18	20				26	24	24				8	4	4	46	0.5
3397	196	4	10С						1	20	20						30						10	5	4	29	0.5
3398	196	5	10С						1	19	19						26						9	4	4	88	0.6
3399	196	6	5Е	5Е					1	23	24	21					30	20					8	4	3	52	0.6
3400	196	7	5Е	2Е	2Б	1Ос			1	25	25	21	25	28			30	24	26	36			11	5	3	42	0.4
3401	196	8	6Е	4Б					1	5	6	4					4	4					2	1	3	9	0.7
3402	196	9	4Е	2Е	4Б				1	22	21	19	24				28	24	26				11	5	4	87	0.4
3403	196	10	6Е	2Ос	2Б				1	3	4	1.0	1.0				4						1	1	3	3	0.6
3404	196	11	3С	2Е	4Б	1Ос			1	23	21	20	24	26			24	22	22	30			4	2	2	44	0.7
3405	196	12	5С	3Е	2Б				1	25	26	24	25				32	28	26				9	4	3	46	0.3
3406	196	13	9Б	1С					1	19	19	21					18	22					11	5	4	56	0.6
3407	196	14	6С	2Е	2Б				1	21	20	20	23				22	22	22				4	2	3	23	0.7
3408	196	15	5С	3Е	1Б	1Ос			1	24	24	23	24	27			30	28	24	36			9	4	3	21	0.5
3409	196	16	5Ос	2Б	2С	1Е			1	26	27	25	25	23			36	30	30	28			13	5	2	92	0.6
3410	196	17	8С	2Б					1	25	25	25					30	28					10	5	3	78	0.6
3411	196	18	6Е	2С	2Б				1	23	23	24	24				30	30	28				9	4	3	110	0.6
3412	196	19	5Б	2Ос	3Е				1	25	25	27	22				28	36	26				11	5	2	26	0.5
3413	196	20	7Е	3Б					1	4	5	2.0					4	2					1	1	3	4	0.5
3414	196	21	5Е	5Ос					1	26	25	27					30	36					9	4	3	69	0.6
3415	196	22	4Е	2Е	3Б	1Олс			1	21	23	18	23	17			26	16	24	16			9	4	3	28	0.4
3416	196	23	4Е	2Е	2С	1Б			1	24	26	21	24	21			30	22	36	20			9	4	3	140	0.5
3417	196	24	10Е						1	6	6						6						2	1	3	18	0.6
3418	196	25	5Б	3Ос	2С				1	26	25	27	27				28	36	30				12	5	3	216	0.6
3419	196	26	6Е	2Б	2Ос				1	5	6	2.0	3				6	2	2				2	1	3	24	0.6
3420	196	27	6Б	4Е					1	19	20	18					16	18					5	2	2	41	0.7
3421	196	28	8Е	2Б					1	23	23	21					22	18					7	3	3	67	0.5
3422	196	29	6Е	2Б	2Ос				1	2	2.0	1.0	1.0										1	1	4	7	0.6
3423	196	30	6Б	2Ос	2Е				1	25	26	27	22				28	36	28				12	5	2	53	0.6
3424	196	31	10Е						1	24	24						24						7	3	3	16	0.5
3425	196	32	7Ос	2Б	1Е				1	27	28	25	25				36	26	30				13	5	2	67	0.7
3426	196	33	10Е						1	6	6						4						2	1	3	31	0.4
3427	196	34	7Е	2Б	1Ос				1	12	12	13	13				8	10	10				2	1	3	14	0.7
3428	196	35	6С	1Е	3Б				1	21	21	20	22				22	24	18				4	2	2	25	0.7
3429	196	36	10С						1	24	24						30						8	4	3	47	0.6
3430	196	37																									
3431	196	38																									
3432	197	33	6Е	2Б	2Ос				1	21	20	21	23				16	16	20				3	2	1	27	0.7
3433	197	1	8Е	2Б					1	18	19	16					14	16					4	2	3	33	0.6
3434	197	2	10Е						1	6	6						6						2	1	3	3	0.7
3435	197	3	8С	2Е					1	23	23	23					28	24					8	5	3	152	0.7
3436	197	4	6Е	1С	2Б	1Ос			1	23	23	23	24	25			22	24	26	36			8	5	3	31	0.7
3437	197	5	10Е						1	19	19						16						3	2	1	19	0.7
3438	197	6	5С	5Б					1	9	10	8					10	6					2	1	3	142	0.8
3439	197	7	6Е	1С	3Б				1	20	19	22	22				14	26	18				3	2	1	49	0.8
3440	197	8	8Б	2Е					1	20	21	16					16	10					5	2	1	68	0.8
3441	197	9	7Е	3Б					1	17	17	17					14	12					3	2	2	14	0.7
3442	197	10	9Ос	1Б					1	24	24	23					20	20					6	4	1	32	0.8
3443	197	11	10Б						1	22	22						18						6	2	2	84	0.7
3444	197	12	8Б	2Е					1	21	22	19					16	16					6	2	2	20	0.7
3445	197	13	5Е	3Б	1Ос	1Олс			1	7	5	8	10	6			6	6	6	4			2	1	3	78	0.8
3446	197	14	8С	2Б					1	24	24	24					32	26					8	5	3	154	0.6
3447	197	15	5Е	3Ос	2Б				1	7	6	7	7				4	4	4				2	1	3	16	0.7
3448	197	16	5Б	3Ос	1Лп				1	21	22	23	17				16	20	16				6	2	2	115	0.8
3449	197	17	7Б	3Е					1	22	22	21					18	16					6	2	2	69	0.7
3450	197	18	5Е	5Б					1	21	19	22					18	16					3	2	1	49	0.8
3451	197	19	5Б	2Ос	1Олс	2Е			1	22	22	24	21	19			20	26	16	18			5	2	1	58	0.7
3452	197	20	5Е	3Б	2Ос				1	13	11	15	17				10	10	10				3	2	3	134	0.7
3453	197	21	6Е	4Б					1	14	13	16					14	14					3	2	3	15	0.7
3454	197	22	5Е	5Б					1	17	15	18					14	16					3	2	3	34	0.6
3455	197	23	4Б	3Ос	3Е				1	21	22	23	19				16	20	18				6	2	2	86	0.6
3456	197	24	9Б	1Е					1	22	22	19					16	16					5	2	1	103	0.8
3457	197	25																							3		
3458	197	26	5Е	3Б	2Ос				1	6	6	6	6				4	4	4				2	1	3	10	0.8
3459	197	27	6Е	2Б	2Ос				1	14	13	15	16				8	10	12				2	1	1	107	0.8
3460	197	28	5Е	5Б					1	13	11	15					8	10					3	2	3	34	0.8
3461	197	29	7Б	3Е					1	21	21	20					16	18					5	2	1	275	0.8
3462	197	30	6Е	2Б	2Ос				1	21	20	21	23				14	16	20				3	2	1	21	0.7
3463	197	31	6Е	2Б	2Ос				1	20	19	21	22				16	16	18				3	2	1	10	0.7
3464	197	32	6С	2Е	1Б	1Ос			1	24	24	23	24	26			30	26	26	36			7	4	3	82	0.6
3465	197	34	8С	2Е					1	23	23	23					28	24					8	5	3	30	0.7
3466	197	35																									
3467	197	36																									
3468	197	37																									
3469	198	1	6Е	3Б	1Ос				1	6	5	6	7				4	4	4				2	1	3	17	0.8
3470	198	2	9Е	1С					1	23	23	23					30	36					9	4	3	54	0.4
3471	198	3	8Е	2Б					1	20	20	21					16	16					4	2	2	63	0.8
3472	198	4	6Е	4Б					1	18	17	19					16	16					3	2	2	15	0.7
3473	198	5	7Е	1С	2Б				1	16	15	17	17				14	16	14				3	2	2	27	0.7
3474	198	6	8Б	1С	1Е				1	24	24	23	21				20	20	22				7	2	2	28	0.8
3475	198	7	8Е	1С	1Б				1	21	21	21	22				18	18	18				4	2	1	86	0.8
3476	198	8	4Б	2Ос	4Е				1	22	23	24	19				18	20	20				7	2	2	69	0.8
3477	198	9	4С	2Е	2Е	2Б			1	22	23	22	19	23			26	24	18	22			7	3	3	115	0.6
3478	198	10	6Е	4Б					1	18	16	21					14	16					3	2	2	64	0.7
3479	198	11	10Е						1	23	23						22						4	2	2	26	0.6
3480	198	12	8Е	2Б					1	14	14	15					14	14					2	1	2	49	0.6
3481	198	13	5Ос	3Б	2Е				1	22	23	21	19				22	18	18				5	2	1	12	0.7
3482	198	14	8Е	1Б	1Ос				1	27	27	25	25				30	30	36				9	4	2	90	0.5
3483	198	15	8Е	2Б					1	15	14	19					14	16					3	2	3	84	0.7
3484	198	16	7Б	3Е					1	17	18	15					14	16					4	2	2	74	0.8
3485	198	17	10Б						1	2	2.0						16						6	2	2	1	0.7
3486	198	18	5Е	5Б					1	16	14	18					16	14					2	1	2	38	0.7
3487	198	19	4С	4Е	2Б				1	21	21	21	23				20	20	18				4	2	1	97	0.8
3488	198	20	5Е	3Ос	2Б				1	21	19	23	21				18	22	18				3	2	2	64	0.7
3489	198	21	5Е	3Б	2Ос				1	14	12	15	17				10	10	16				2	1	2	36	0.7
3490	198	22	6Е	4Б					1	15	13	18					12	10					3	2	3	31	0.7
3491	198	23	5Е	3Б	2Ос				1	20	17	22	24				16	16	22				3	2	2	95	0.7
3492	198	24	7Ос	2Б	1Е				1	24	25	21	21				24	16	20				7	4	1	91	0.7
3493	198	25	5Е	5Б					1	8	6	10					8	6					2	1	3	33	0.8
3494	198	26	7Е	3Б					1	12	10	15					12	12					2	1	3	32	0.7
3495	198	27	7Е	3Б					1	21	20	23					18	18					4	2	2	56	0.7
3496	198	28	5Б	2Ос	3Е				1	21	20	25	20				16	30	18				5	2	2	60	0.7
3497	198	29	5Е	3Ос	2Б				1	20	18	22	21				14	18	16				3	2	1А	20	0.8
3498	198	30	6Е	1С	3Б				1	21	20	23	22				20	22	18				4	2	2	116	0.8
3499	198	31	4Е	3Е	2Б	1Ос			1	23	20	27	23	25			16	28	20	36			4	2	2	104	0.8
3500	198	32	8Ос	2Е					1	25	25	23					26	24					7	4	1	105	0.7
3501	198	33	5Е	3Ос	2Б				1	20	18	22	21				14	18	16				3	2	1А	20	0.7
3502	198	34	4Ос	2Б	4Е				1	21	23	21	19				20	18	16				6	3	2	18	0.7
3503	198	35	10Ол						1	10	10						8						4	3	4	9	0.4
3504	198	36	8Б	2Е					1	20	20	18					16	18					5	2	2	35	0.7
3505	198	37																									
3506	198	38																									
3507	199	1	4Ос	3Б	3Е				1	3	2.0	2.0	4						2				1	1	2	3	0.6
3508	199	2	8Е	2С					1	18	18	18					18	18					3	2	2	22	0.6
3509	199	3	7Б	2С	1Е				1	24	23	25	24				24	30	28				8	3	2	39	0.7
3510	199	4	5Б	1Ос	2С	2Е			1	25	25	27	25	24			24	30	30	28			9	4	2	101	0.7
3511	199	5	4С	3Е	2Б	1Ос			1	24	24	24	24	25			28	28	24	30			5	2	2	80	0.6
3512	199	6	4Е	3С	2Ос				1	23	22	21	26				22	24	30				4	2	1	42	0.6
3513	199	7	4Ос	2Б	2Е	2Е			1	24	26	22	21	26			30	24	22	30			7	4	1	102	0.6
3514	199	8	4Ос	3Б	3Е				1	27	28	26	26				30	26	28				9	5	1	34	0.6
3515	199	9	4С	2Е	4Б				1	26	27	26	26				26	24	24				5	2	1	32	0.7
3516	199	10	8С	2Е					1	20	21	17					32	16					8	4	4	79	0.5
3517	199	11	7С	2Е	1Б				1	18	18	18	18				22	20	18				4	2	3	32	0.7
3518	199	12	4С	2С	3Е	1Б			1	19	19	22	18	19			22	28	18	18			4	2	3	60	0.6
3519	199	13	5Е	2Е	2Б	1Ос			1	25	24	27	25	27			26	30	24	28			5	2	2	124	0.7
3520	199	14	7С	3Е					1	21	22	17					30	16					8	4	4	27	0.4
3521	199	15	8Ос	2Е					1	24	25	21					28	22					7	4	1	24	0.6
3522	199	16	5Е	1С	3Ос	1Б			1	25	25	25	26	23			28	30	30	22			4	2	1	59	0.4
3523	199	17	10Е						1	16	16						16						3	2	3	19	0.6
3524	199	18	5Олс	3Ивд	2Б				1	13	13	11	16				12	10	16				4	3	3	7	0.5
3525	199	19	6Ос	2Б	2Е				1	25	26	25	21				30	26	22				9	5	2	13	0.6
3526	199	20	4Е	2Е	2С	2Б			1	24	23	26	25	23			26	30	30	26			5	2	3	126	0.7
3527	199	21	5Е	1С	3Ос	1Б			1	23	22	23	24	21			24	26	28	22			4	2	1	52	0.7
3528	199	22	5Е	3Б	2Ос				1	7	9	4	5				6	2	4				2	1	2	4	0.4
3529	199	23	7Е	3С					1	18	18	18					20	22					3	2	2	21	0.7
3530	199	24	5Е	4С	1Б				1	24	24	24	23				26	28	22				4	2	1	32	0.7
3531	199	25																							3		
3532	199	26	4Е	2Е	2С	1Б	1Ос		1	23	22	26	21	22	25		24	30	26	22	28		4	2	2	52	0.7
3533	199	27	5Е	4Ос	1Б				1	22	21	24	19				22	28	18				4	2	2	10	0.3
3534	199	28	7Е	2С	1Б				1	23	23	24	23				26	28	26				5	2	2	40	0.7
3535	199	29	7Е	2С	1Б				1	26	26	27	26				28	30	26				5	2	1	70	0.7
3536	199	30	5Е	3Ос	2Б				1	24	24	25	23				24	28	22				4	2	1	27	0.6
3537	199	31																							2		
3538	199	32	9Е	1С					1	23	23	23					24	26					4	2	1	67	0.7
3539	199	33	7С	3Е					1	24	24	24					26	24					4	2	1	25	0.6
3540	199	34	5Е	2С	2Ос	1Б			1	24	24	23	24	22			26	26	28	22			4	2	1	16	0.6
3541	199	35	5Ос	3Б	2Е				1	26	27	24	24				26	24	26				7	4	1	46	0.6
3542	199	36	9Ос	1Е					1	24	24	23					28	22					6	3	1	11	0.7
3543	199	37	4Е	2Е	3Ос	1Б			1	23	24	19	25	21			28	18	30	20			5	2	2	52	0.7
3544	199	38	4Е	2С	3Ос	1Б			1	25	23	24	27	24			26	28	30	24			4	2	2	50	0.7
3545	199	39	6Ос	2Б	2Е				1	24	25	23	22				28	22	22				7	4	1	91	0.7
3546	199	40	10С						1	22	22						22						5	2	3	27	0.8
3547	199	41	5С	3Е	2Б				1	19	19	18	19				20	20	18				4	2	3	20	0.7
3548	199	42	5Е	2С	2Ос	1Б			1	25	24	25	26	24			26	28	28	24			4	2	1	50	0.7
3549	199	43	6Ос	1Б	3Е				1	27	27	26	26				28	24	26				7	4	1	53	0.7
3550	199	44	7С	1Е	1Б	1Ос			1	8	2.0	22	21	24			24	22	20	26			4	2	2	13	0.7
3551	199	45	6Е	1С	3Ос				1	22	21	21	24				22	24	26				4	2	2	49	0.7
3552	199	46	7С	2Е	1Б				1	22	23	19	22				24	18	20				4	2	2	37	0.7
3553	199	47	5С	4Е	1Б				1	23	23	22	23				26	22	24				4	2	2	28	0.7
3554	199	48	4Б	2Ос	4Е				1	24	24	26	24				24	26	26				7	2	2	24	0.7
3555	199	49	4Б	3Ос	2С	1Е			1	23	22	25	23	20			20	28	26	22			6	2	2	46	0.7
3556	199	50	8Е	2Ос					1	24	24	26					28	30					4	2	1	22	0.6
3557	199	51	4Е	1С	3Ос	2Б			1	22	21	22	24	20			24	26	24	20			4	2	2	40	0.7
3558	199	52	Ланд	3 кл	Про				я х	д.-	ар-	иче	от				ка:	ско	кр.				ти	с д	п л	т.	ландш
3559	199	53	Ланд	3 кл	Про				я х	д.-	ар-	иче	от				ка:	ско	кр.				ти	без	п л	т.	ландш
3560	199	54	Ланд	2 кл	Про				я х	д.-	ар-	иче	от				ка:	ско	кр.				ти	с д	п л	т.	ландш
3561	199	55	Поль	Ланд	3 кл				ль:	тет	фо	ар-	иче				нд	ка:	ско				адм	й о	ини		истра
3562	199	56	Ланд	3 кл	Про				я х	д.-	ар-	иче	от				ка:	ско	кр.				ти	с д	п л	т.	ландш
3563	199	57	Поль	Ланд	3 кл				ль:	тет	фо	ар-	иче				нд	ка:	ско				адм	й о	ини		истра
3564	199	58	4С	3Е	2Ос	1Б			1	21	21	20	23	22			26	22	28	20			4	2	2	25	0.7
3565	199	59	8С	1Е	1Б				1	22	22	22	22				24	22	20				4	2	1	9	0.8
3566	199	60	Поль	сухо	урож				ль:	ь 5	фо	зар	ц/				нд	осш	га.				адм	Тр	ини	покро	истра
3567	199	61	Ланд	3 кл	Про				я х	д.-	ар-	иче	от				ка:	ско	кр.				ти	с д	п л	т.	ландш
3568	199	62																									
3569	199	63																									
3570	199	64																									
3571	199	65																									
3572	200	1	3С	2Е	3Б	2Ос			1	23	22	21	23	25			22	22	22	28			4	2	2	48	0.6
3573	200	2	6Е	3Ос	1Б				1	22	21	24	22				20	30	20				4	2	2	26	0.7
3574	200	3	4С	3Е	2Ос	1Б			1	22	22	21	25	23			22	20	36	24			4	2	2	84	0.7
3575	200	4	6Е	1С	2Б				1	22	21	22	22				20	24	20				4	2	2	217	0.7
3576	200	5	10Е						8	21	21						22								2	9	
3577	200	6	5Б	1Ос	3Е	1С			1	23	23	26	21	23			26	36	24	26			8	3	2	184	0.7
3578	200	7	3Е	2С	3Б	1Ос	1Олс		1	7	6	7	7	8	7		4	6	4	4	4		1	1	2	7	0.8
3579	200	8	6Олс	4Б					1	7	7	7					4	4					2	1	2	7	0.6
3580	200	9	5Б	1Ос	4Е				1	23	24	26	20				28	36	24				9	4	2	74	0.7
3581	200	10	8Е	2Б					1	19	19	20					18	18					4	2	3	9	0.7
3582	200	11	6Б	1Ос	2С	1Е			1	21	21	24	22	20			20	28	22	20			7	2	2	26	0.7
3583	200	12	5Е	1С	3Б	1Ос			1	22	21	22	22	24			20	24	20	24			4	2	2	80	0.7
3584	200	13	6Б	2Ос	1С	1Е			1	23	23	26	23	20			20	28	22	22			7	2	2	58	0.8
3585	200	14	Поль	зали	урож				ль:	ь 5	фо	осш	ц/				нд	ий,	га.				адм	Тр	ини	покро	истра
3586	200	15	3Б	3Ос	3Е	1С			1	23	22	25	21	22			20	32	20	26			8	3	2	53	0.7
3587	200	16	5С	4Е	1Б				1	22	23	21	23				22	24	26				4	2	2	287	0.8
3588	200	17	8Е	2Б					1	21	21	23					20	20					4	2	2	40	0.7
3589	200	18	8Олс	2Б					1	9	9	11					6	6					3	2	3	74	0.6
3590	200	19	5Б	2Ос	3Е				1	23	23	26	22				22	28	28				8	3	2	51	0.7
3591	200	20	5Б	1Ос	3С	1Е			1	22	22	24	22	21			18	36	36	20			8	3	3	24	0.7
3592	200	21	6Е	3С	1Б				1	21	21	22	22				22	24	18				4	2	2	147	0.8
3593	200	22	6С	3Е	1Б				1	21	22	20	21				20	18	16				4	2	1	45	0.7
3594	200	23	6Б	2Е	2С				1	22	22	21	22				20	22	22				8	3	2	68	0.6
3595	200	24	Поль	зали	Трав				ль:	окр	фо	тый	ов:				нд	, у	ос				адм	оки	ини		истра
3596	200	25	9С	1Е					1	21	21	20					24	22					4	2	2	48	0.7
3597	200	26	5Б	1Ос	4Е				1	23	23	26	21				26	36	24				8	3	2	219	0.7
3598	200	27	5Ос	2Б	3Е				1	23	24	22	21				28	20	22				7	4	2	51	0.7
3599	200	28	8Е	2Б					1	22	22	24					24	28					7	3	3	69	0.6
3600	200	29	Поль	зали	Трав				ль:	окр	фо	тый	ов:				нд	, у	ос				адм	оки	ини		истра
3601	200	30	6Б	2Ос	1С	1Е			1	22	22	21	23	21			18	30	22	22			6	2	2	77	0.7
3602	200	31	5Е	2С	2Б	1Ос			1	21	20	22	22	24			20	22	18	24			4	2	2	72	0.7
3603	200	32	7Е	3Б					1	25	26	24					30	28					7	3	2	21	0.3
3604	200	33	5Е	2Е	2С	1Б			1	22	21	23	22	23			22	30	24	22			5	2	3	44	0.6
3605	200	34	3Е	2С	3Б	2Ос			1	22	21	22	22	25			24	24	20	36			4	2	2	44	0.6
3606	200	35																									
3607	200	36																									
3608	200	37																									
3609	200	38																									
3610	201	1	5Б	1Ос	4Е				1	22	22	26	20				18	36	18				7	2	2	17	0.6
3611	201	2	6Е	4Б					1	22	22	23					22	24					7	3	3	37	0.7
3612	201	3	8Е	2Б					1	19	19	21					18	16					4	2	3	42	0.4
3613	201	4	5Б	4Ос	1Е				1	4	4	4	2.0				2	2	2				1	1	3	18	0.8
3614	201	5	6Е	2Е	2Б				1	26	27	24	23				36	24	26				10	5	2	101	0.4
3615	201	6	5Ос	4Б	1Е				1	25	26	25	21				28	28	24				9	5	2	285	0.7
3616	201	7	6Е	2Е	1С	1Б			1	23	24	20	24	22			30	22	36	20			9	4	3	69	0.5
3617	201	8	10Е						1	18	18						18						5	2	4	6	0.6
3618	201	9	5Е	3Б	2Ос				1	4	2.0	7	6					4					2	1	3	3	0.6
3619	201	10	7Е	2Б	1Ос				1	23	22	23	25				26	20	32				6	2	3	37	0.5
3620	201	11	5Б	2Ос	1Олс	2Е			1	4	3	3	2.0	7			2	2	2	6			1	1	2	4	0.6
3621	201	12	4С	3Е	3Б				1	22	22	21	23				22	26	26				4	2	2	29	0.7
3622	201	13	8Е	2Е					1	21	20	24					24	30					4	2	3	21	0.5
3623	201	14	3Е	2Е	1С	4Б			1	25	27	21	27	24			32	20	36	28			9	4	2	103	0.6
3624	201	15	9Е	1С					1	21	21	22					20	22					5	2	3	322	0.7
3625	201	16	6Б	4Ос					1	26	25	27					26	32					10	4	2	78	0.6
3626	201	17	5Б	2Ос	3Е				1	23	23	26	20				20	24	20				7	2	2	81	0.8
3627	201	18	5Е	3Е	2Б				1	22	24	18	23				26	16	22				9	4	3	100	0.4
3628	201	19	10Е						8	22	22						24								3	6	
3629	201	20	6Б	3С	1Е				1	26	26	26	21				30	36	24				9	4	2	63	0.6
3630	201	21	4С	1Е	4Б	1Ос			1	24	26	22	23	26			36	20	26	40			6	2	2	105	0.6
3631	201	22	8Е	1Б	1Ос				1	24	24	23	26				22	22	36				9	4	3	182	0.6
3632	201	23	6С	3Е	1Б				1	24	26	21	23				36	24	22				7	3	2	61	0.7
3633	201	24	5С	3Е	2Б				1	23	24	22	24				26	24	26				5	2	2	164	0.6
3634	201	25	3С	2Е	4Б	1Ос			1	25	25	22	25	27			24	24	26	32			6	2	2	95	0.7
3635	201	26	3С	2Е	4Б	1Ос			1	25	25	22	25	27			24	24	26	32			6	2	2	34	0.7
3636	201	27	6С	2Е	2Б				1	23	23	21	23				24	22	26				6	2	3	208	0.7
3637	201	28	8Б	1Ос	1С				1	19	19	20	20				14	16	22				8	3	3	15	0.7
3638	201	29	5Б	1Ос	2С	2Е			1	24	24	27	21	24			24	40	22	28			9	4	2	59	0.6
3639	201	30	4С	1Е	5Б				1	25	25	22	25				36	30	30				6	2	2	76	0.6
3640	201	31	4С	3Е	2Б	1Ос			1	23	24	22	23	24			26	26	22	24			7	3	3	75	0.7
3641	201	32	4С	1Е	3Б	2Ос			1	24	24	22	23	24			26	26	22	24			7	3	3	40	0.4
3642	201	33	5Е	2Е	1С	1Б	1Ос		1	24	25	21	23	25	27		30	18	28	26	36		10	5	3	67	0.4
3643	201	34																									
3644	201	35																									
3645	201	36																									
3646	201	37																									
3647	202	1	4Е	3Е	1С	1Б	1Ос		1	23	24	20	23	23	25		26	18	28	24	30		7	3	3	154	0.6
3648	202	2	5Ос	2Б	3Е				1	24	26	23	21				28	24	22				13	5	2	22	0.6
3649	202	3	8Е	2Б					1	8	7	10					6	8					2	1	3	4	0.7
3650	202	4	7Е	3С					1	24	23	27					30	32					9	4	3	38	0.6
3651	202	5	5Е	3С	2Б				1	24	23	24	24				26	28	28				9	4	3	122	0.6
3652	202	6	4Ос	2Б	2С	2Е			1	23	26	23	23	19			30	26	26	20			12	5	2	56	0.7
3653	202	7	7Е	2Б	1Ос				1	22	21	23	25				18	30	36				6	2	3	115	0.4
3654	202	8	4Е	2Е	4Б				1	24	27	19	24				30	18	26				8	4	2	142	0.5
3655	202	9	7Е	3Б					1	10	10	10					10	8					2	1	3	16	0.7
3656	202	10	10Е						1	7	7						6						2	1	3	4	0.6
3657	202	11	5Е	5Б					1	3	4	2.0					4	2					2	1	4	2	0.6
3658	202	12	4Ос	2Б	4Е				1	25	26	23	24				30	26	28				12	5	2	28	0.5
3659	202	13	4Е	4Е	1Б	1Олч			1	22	23	20	24	22			30	22	30	24			9	4	3	45	0.5
3660	202	14	4Ос	3Б	2С	1Е			1	26	27	25	25	23			36	28	30	28			11	5	2	65	0.6
3661	202	15	4Ос	2Б	3С	1Е			1	27	28	24	27	25			36	28	32	30			11	5	2	129	0.5
3662	202	16	4Ос	3Б	2Е	1С			1	26	28	24	26	27			40	28	32	36			11	5	2	140	0.5
3663	202	17	4Б	3Ос	3Е				1	26	26	28	23				28	36	26				13	5	2	52	0.6
3664	202	18	8Е	1Б	1Ос				1	18	18	19	20				10	14	14				3	2	2	54	0.8
3665	202	19	8Е	2Б					1	21	21	23					22	24					7	3	4	26	0.4
3666	202	20	8С	1Е	1Ос				1	24	24	21	23				30	28	26				8	4	3	45	0.6
3667	202	21	5Е	3Е	1Б	1Ос			1	24	24	21	25	27			28	22	28	36			9	4	3	84	0.6
3668	202	22	6Б	2Олч	1Ос	1С			1	25	25	22	27	24			28	24	36	30			12	5	3	100	0.6
3669	202	23	3Е	3Е	2Б	2Ос			1	25	26	21	26	27			30	24	30	36			10	5	3	84	0.5
